playerName,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Kyle Keller,,,15,0,0,1,0,0,0,0,0,15,14,0,7,2,8,16,,sa875759,0,0,
Ruben Alaniz,,,22,0,1,1,0,0,0,0,0,22,21,0,10,2,9,22,,sa550438,0,0,
Corbin Burnes,MIL,NL,30,20,8,7,0,0,0,0,0,121,115,0,55,16,42,110,669203,19361,0,30,RP
John Axford,LAD,NL,5,0,1,1,0,0,0,0,0,11,11,0,5,1,5,11,446099,9059,0,5,RP
Steven Matz,NYM,NL,30,28,8,9,0,0,0,0,0,152,145,0,68,20,51,145,571927,13361,30,0,SP
Riley Ferrell,,,29,0,1,1,0,0,0,0,0,30,27,0,13,3,16,32,,sa874967,0,0,
Jordan Yamamoto,,,1,1,0,0,0,0,0,0,0,6,6,0,3,1,2,6,,sa829040,0,0,
Brandon Kintzler,CHC,NL,25,0,2,2,0,0,0,0,0,49,51,0,22,5,15,33,445213,9939,0,25,RP
Matt Bowman,CIN,NL,22,0,1,1,0,0,0,0,0,26,26,0,13,3,10,26,621199,13528,0,22,RP
Jimmy Nelson,MIL,,23,23,8,7,0,0,0,0,0,131,130,0,60,16,48,126,519076,10547,0,0,Relief Pitcher
Ryan Meisinger,STL,AL,18,0,2,1,0,0,0,0,0,24,23,0,11,3,9,23,664682,18105,1,17,
Ben Meyer,MIA,NL,13,0,2,1,0,0,0,0,0,25,28,0,15,2,8,15,656738,18854,0,13,
Andrew Suarez,SF,NL,29,23,6,10,0,0,0,0,0,124,128,0,57,16,37,99,605498,18300,29,0,SP
Tayron Guerrero,MIA,NL,60,0,2,3,0,0,0,0,0,62,57,0,30,7,32,68,594027,11691,0,60,RP
Merrill Kelly,,,41,20,7,8,0,0,0,0,0,128,136,0,61,18,43,116,,sa552177,0,0,
Luke Weaver,ARI,NL,34,25,8,9,0,0,0,0,0,136,137,0,64,19,46,130,596133,16918,25,5,Relief Pitcher
Mike Montgomery,CHC,NL,39,2,4,3,0,0,0,0,0,79,78,0,34,8,28,61,543557,4869,19,19,RP|SP
Joey Krehbiel,ARI,NL,2,0,0,1,0,0,0,0,0,17,16,0,8,2,8,18,607216,13707,0,2,RP
Alec Mills,CHC,NL,7,2,1,1,0,0,0,0,0,17,17,0,9,2,6,15,621219,13834,2,5,RP
Caleb Frare,CWS,AL,11,0,1,2,0,0,0,0,0,24,21,0,12,3,14,28,621350,14353,0,11,RP
Brandon Woodruff,MIL,NL,19,17,6,6,0,0,0,0,0,103,99,0,48,13,38,99,605540,16162,4,15,SP
Domingo German,NYY,AL,21,7,3,2,0,0,0,0,0,56,52,0,26,9,21,62,593334,17149,14,7,SP
Nick Rumbelow,SEA,AL,13,0,1,2,0,0,0,0,0,37,36,0,19,5,14,37,592705,14867,0,13,RP
Chad Sobotka,ATL,NL,14,0,2,1,0,0,0,0,0,33,28,0,14,4,19,39,656977,17470,0,14,RP
Amir Garrett,CIN,NL,66,0,2,2,0,0,0,0,0,64,58,0,29,9,27,69,607237,14375,0,66,RP|SP
Reymin Guduan,HOU,AL,3,0,1,1,0,0,0,0,0,16,14,0,8,2,9,18,594056,13058,0,3,RP
Clay Buchholz,TOR,NL,17,20,7,6,0,0,0,0,0,118,113,0,47,15,34,93,453329,3543,17,0,SP
Ian Hamilton,CWS,AL,10,0,3,3,0,0,0,0,0,45,42,0,21,6,17,42,641656,19261,0,10,RP
Fernando Romero,MIN,AL,11,7,4,3,0,0,0,0,0,73,75,0,35,9,26,60,622864,15885,11,0,SP
Tim Peterson,NYM,NL,22,0,0,0,0,0,0,0,0,12,11,0,6,2,3,12,623402,13946,0,22,RP
Michael Wacha,STL,NL,15,24,10,7,0,0,0,0,0,135,132,0,61,16,48,118,608379,14078,15,0,SP
Donnie Hart,BAL,AL,20,0,1,1,0,0,0,0,0,24,26,0,11,2,8,19,643354,15306,0,20,RP
T.J. McFarland,ARI,NL,47,0,3,2,0,0,0,0,0,50,54,0,22,4,17,30,519008,3237,0,47,Closer
Javy Guerra,MIA,NL,32,0,1,0,0,0,0,0,0,10,10,0,5,1,3,8,457915,7407,0,32,RP
Jesse Hahn,KC,,25,3,2,3,0,0,0,0,0,35,37,0,18,4,13,28,534910,13287,0,0,SP
Tyler Webb,STL,NL,4,0,1,1,0,0,0,0,0,20,19,0,9,3,8,19,643778,14974,0,4,RP
Forrest Whitley,,,16,11,4,4,0,0,0,0,0,63,56,0,30,9,25,66,,sa917930,0,0,
Jesse Chavez,TEX,NL,32,0,4,3,0,0,0,0,0,77,77,0,35,12,20,72,445926,5448,0,32,RP|SP
Brad Keller,KC,AL,41,28,10,9,0,0,0,0,0,160,166,0,74,16,59,116,641745,15734,20,21,SP|RP
AJ Ramos,NYM,NL,28,0,1,1,0,0,0,0,0,24,21,0,12,3,13,26,573109,8350,0,28,RP
Tony Sipp,HOU,AL,54,0,1,1,0,0,0,0,0,16,14,0,7,2,6,16,448609,8280,0,54,RP
Anibal Sanchez,WSH,NL,25,26,8,8,0,0,0,0,0,143,141,0,67,21,46,139,434671,3284,24,1,SP|RP
Cody Anderson,CLE,,9,1,0,0,0,0,0,0,0,11,11,0,5,2,3,10,594736,12799,0,0,SP
Erasmo Ramirez,SEA,AL,10,2,2,1,0,0,0,0,0,40,42,0,21,6,9,31,541640,10314,10,0,SP
Ben Heller,NYY,,9,0,1,0,0,0,0,0,0,9,8,0,4,1,4,10,621294,15100,0,0,RP
Gabriel Moya,MIN,AL,35,0,2,2,0,0,0,0,0,44,42,0,21,6,16,42,622382,16348,6,29,RP
Ryan Dull,OAK,AL,28,0,2,1,0,0,0,0,0,34,33,0,17,5,11,34,623430,13974,0,28,RP
Chris Bassitt,OAK,AL,11,11,4,5,0,0,0,0,0,70,72,0,34,8,26,58,605135,12304,7,4,SP|RP
Daniel Stumpf,DET,AL,56,0,2,3,0,0,0,0,0,45,46,0,23,6,17,44,621385,13780,0,56,RP
Touki Toussaint,ATL,NL,8,17,6,5,0,0,0,0,0,91,80,0,41,11,45,93,657053,16929,5,2,Relief Pitcher
Artie Lewicki,ARI,AL,13,0,1,1,0,0,0,0,0,10,12,0,7,1,3,7,592499,16731,3,10,
Ryan Tepera,TOR,AL,68,0,4,3,0,0,0,0,0,65,58,0,29,8,26,69,572193,10291,0,68,RP
Austin Adams,WSH,NL,2,0,0,0,0,0,0,0,0,8,7,0,3,1,6,11,613534,13801,0,2,RP
Nick Burdi,PIT,NL,2,0,1,1,0,0,0,0,0,30,29,0,15,4,15,33,595897,16074,0,2,RP
Tyler Clippard,TOR,AL,73,0,2,2,0,0,0,0,0,33,29,0,15,6,13,42,461325,5640,1,72,RP
Michael Fulmer,DET,AL,24,28,9,11,0,0,0,0,0,163,163,0,79,21,50,136,605242,13218,24,0,SP
Clay Holmes,PIT,NL,11,2,1,1,0,0,0,0,0,30,30,0,15,3,16,26,605280,13649,4,7,Closer
Kevin Shackelford,CIN,NL,5,0,0,0,0,0,0,0,0,6,5,0,3,0,3,5,594992,11012,0,5,RP
Shane Carle,ATL,NL,53,0,1,1,0,0,0,0,0,34,36,0,16,4,12,25,641438,15258,0,53,RP
Adam Liberatore,LAD,NL,17,0,1,1,0,0,0,0,0,8,7,0,3,1,4,8,571893,10637,0,17,RP
Austin Brice,MIA,NL,33,0,1,1,0,0,0,0,0,24,23,0,12,3,9,21,592169,17237,0,33,RP
Addison Reed,MIN,AL,55,0,2,3,0,0,0,0,0,60,62,0,29,9,15,53,592665,10586,0,55,RP
Williams Perez,CHC,,7,0,0,0,0,0,0,0,0,8,8,0,4,1,2,5,554234,11592,0,0,SP
Erick Fedde,WSH,NL,11,10,3,3,0,0,0,0,0,52,55,0,26,7,19,46,607200,17425,11,0,SP
Vince Velasquez,PHI,NL,32,26,8,10,0,0,0,0,0,138,132,0,68,21,55,148,592826,11189,30,1,SP
Steven Brault,PIT,NL,46,1,2,3,0,0,0,0,0,49,47,0,23,5,24,44,643230,15291,5,40,RP|SP
Yusei Kikuchi,,,28,27,10,9,0,0,0,0,0,163,150,0,73,22,59,154,,20633,0,0,
Austen Williams,WSH,NL,10,0,1,1,0,0,0,0,0,14,14,0,7,2,5,14,657117,16309,0,10,RP
Chasen Bradford,SEA,AL,46,0,3,2,0,0,0,0,0,48,52,0,23,6,13,35,607473,12452,0,46,RP
Trevor Cahill,LAA,AL,21,21,7,6,0,0,0,0,0,114,106,0,52,14,49,107,502239,6249,20,1,SP|RP
Wes Parsons,ATL,NL,1,1,1,1,0,0,0,0,0,15,15,0,7,2,5,12,641149,14764,0,1,RP
Paul Sewald,NYM,NL,46,0,1,2,0,0,0,0,0,34,33,0,18,5,12,35,623149,13892,0,46,RP
Brad Boxberger,KC,NL,60,0,3,3,0,0,0,0,0,55,48,0,27,8,29,69,502202,10133,0,60,RP
Jordan Lyles,PIT,NL,11,7,4,6,0,0,0,0,0,94,97,0,46,12,32,82,543475,7593,0,11,RP|SP
Sam McWilliams,,,26,0,1,2,0,0,0,0,0,29,31,0,15,3,11,24,,sa829124,0,0,
Chris Rusin,COL,NL,49,0,2,2,0,0,0,0,0,54,55,0,25,7,19,45,543734,9895,0,49,RP|SP
Kevin McCarthy,KC,AL,65,0,3,3,0,0,0,0,0,59,63,0,26,7,18,38,641838,15240,0,65,RP
Koda Glover,WSH,NL,22,0,2,2,0,0,0,0,0,39,37,0,18,5,15,32,606983,17695,0,22,RP
Williams Jerez,LAA,AL,17,0,1,1,0,0,0,0,0,23,22,0,11,3,10,23,605301,14338,0,17,RP
Trent Thornton,,,11,2,1,1,0,0,0,0,0,16,17,0,8,3,4,14,,sa857695,0,0,
Jaime Schultz,LAD,AL,22,0,1,0,0,0,0,0,0,11,10,0,5,2,6,14,621289,15066,1,21,RP
Julio Urias,LAD,NL,3,13,5,4,0,0,0,0,0,75,67,0,31,8,30,75,628711,14765,0,3,SP
Kyle Gibson,MIN,AL,32,31,11,11,0,0,0,0,0,183,185,0,85,23,70,160,502043,10123,32,0,SP
Danny Duffy,KC,AL,28,28,9,10,0,0,0,0,0,158,157,0,76,22,56,144,518633,3542,28,0,SP|RP
Chris Stratton,SF,NL,28,7,4,6,0,0,0,0,0,70,72,0,34,8,26,56,608717,13761,26,2,Relief Pitcher
Tyler Duffey,MIN,AL,19,0,1,1,0,0,0,0,0,27,28,0,14,4,9,25,608648,13758,1,18,Closer
Brandon Workman,BOS,AL,43,0,3,2,0,0,0,0,0,43,41,0,20,6,15,40,519443,11428,0,43,RP|SP
Junior Guerra,MIL,NL,31,2,3,4,0,0,0,0,0,64,60,0,29,9,26,62,448855,5702,26,5,Closer
Marcus Walden,BOS,AL,8,0,1,1,0,0,0,0,0,28,32,0,14,3,12,21,519393,8004,0,8,RP
Alan Busenitz,MIN,AL,23,0,2,1,0,0,0,0,0,25,28,0,13,4,8,21,641427,15239,0,23,RP
Zach Eflin,PHI,NL,25,27,11,9,0,0,0,0,0,147,143,0,68,23,40,133,621107,13774,24,0,Relief Pitcher
Jakob Junis,KC,AL,30,30,10,11,0,0,0,0,0,172,172,0,80,27,43,156,596001,13619,30,0,SP
Dean Deetz,HOU,AL,4,0,1,1,0,0,0,0,0,22,19,0,10,3,12,24,657209,16687,0,4,RP
Mike Leake,SEA,AL,31,31,10,12,0,0,0,0,0,182,204,0,91,24,37,122,502190,10130,31,0,SP
Ryan Yarbrough,TB,AL,38,17,9,8,0,0,0,0,0,134,134,0,63,19,43,114,642232,16502,6,32,SP|RP
Walker Lockett,NYM,NL,4,3,1,2,0,0,0,0,0,28,29,0,13,4,8,22,621141,13804,3,1,SP
Nick Gardewine,TEX,AL,3,0,1,1,0,0,0,0,0,25,25,0,12,3,11,22,643320,16513,0,3,RP
Gerson Bautista,SEA,NL,5,0,0,0,0,0,0,0,0,6,6,0,3,1,3,6,639373,19256,0,5,RP
Matt Andriese,ARI,NL,14,7,4,5,0,0,0,0,0,75,77,0,38,11,23,70,542882,12022,1,13,RP|SP
Zack Littell,MIN,AL,8,2,1,2,0,0,0,0,0,29,31,0,15,4,11,25,641793,15823,2,6,SP
Joe Biagini,TOR,AL,50,1,3,3,0,0,0,0,0,56,60,0,29,7,19,44,607352,13194,4,46,RP
Richard Bleier,BAL,AL,31,0,3,3,0,0,0,0,0,57,62,0,23,5,12,29,542947,7803,0,31,RP
Jerry Blevins,NYM,NL,64,0,1,1,0,0,0,0,0,22,21,0,11,3,10,24,460283,7841,1,63,RP
Jake Arrieta,PHI,NL,31,31,12,11,0,0,0,0,0,174,165,0,79,24,60,155,453562,4153,31,0,SP
Bobby Poyner,BOS,AL,20,0,1,1,0,0,0,0,0,34,35,0,16,5,10,31,596074,17987,0,20,RP
Ty Blach,SF,NL,50,6,3,5,0,0,0,0,0,63,69,0,30,7,19,38,621389,14361,13,34,SP|RP
Nick Wittgren,CLE,NL,32,0,1,1,0,0,0,0,0,34,37,0,17,5,11,31,621295,15594,0,32,RP
Adam Conley,MIA,NL,52,0,3,3,0,0,0,0,0,63,58,0,28,7,24,56,543045,14457,0,52,SP|RP
Sean Newcomb,ATL,NL,31,30,10,10,0,0,0,0,0,164,148,0,75,20,82,166,656794,16943,30,1,SP
Connor Sadzeck,TEX,AL,13,0,3,2,0,0,0,0,0,47,46,0,22,5,25,45,592712,13483,2,11,RP
Adam Wainwright,STL,NL,8,16,6,6,0,0,0,0,0,93,97,0,45,11,32,79,425794,2233,8,0,Relief Pitcher
Rogelio Armenteros,,,8,4,2,2,0,0,0,0,0,23,22,0,12,3,9,22,,sa877310,0,0,
Mitch Keller,,,15,12,4,4,0,0,0,0,0,64,62,0,31,8,24,57,,sa828700,0,0,
Cory Gearrin,SEA,AL,6,0,2,2,0,0,0,0,0,51,48,0,24,6,21,49,518715,7947,0,6,RP
Vidal Nuno,TB,AL,17,0,1,0,0,0,0,0,0,9,10,0,4,1,2,8,573064,9674,0,17,RP
Manny Banuelos,CWS,,50,10,3,3,0,0,0,0,0,80,79,0,42,9,39,78,544365,5365,0,0,SP
Dean Kiekhefer,OAK,AL,4,0,1,0,0,0,0,0,0,8,11,0,6,1,2,5,518883,10529,0,4,RP
Jon Lester,CHC,NL,34,30,12,9,0,0,0,0,0,175,175,0,81,24,62,152,452657,4930,32,0,SP
Matthew Festa,SEA,AL,8,0,1,1,0,0,0,0,0,24,25,0,11,4,8,22,670036,19330,1,7,RP
Anthony DeSclafani,CIN,NL,21,24,8,9,0,0,0,0,0,136,138,0,67,23,37,125,543101,13050,21,0,SP
Dereck Rodriguez,SF,NL,21,27,8,8,0,0,0,0,0,154,154,0,71,20,49,118,605446,14509,19,2,SP
Chandler Shepherd,BOS,,7,1,1,0,0,0,0,0,0,7,8,0,3,1,2,6,605469,sa602595,0,0,RP
Jake McGee,COL,NL,61,0,2,2,0,0,0,0,0,49,51,0,26,8,17,47,459429,7550,0,61,RP
Jacob Waguespack,,,4,0,0,0,0,0,0,0,0,7,7,0,4,1,3,6,,sa659056,0,0,
Jason Adam,KC,AL,31,0,2,2,0,0,0,0,0,33,30,0,19,5,15,34,592094,11861,0,31,
Neil Ramirez,CLE,AL,47,0,2,2,0,0,0,0,0,46,42,0,24,8,21,59,519166,7677,0,47,RP
Kyle Wright,ATL,NL,4,3,1,2,0,0,0,0,0,21,21,0,11,3,9,17,657140,19665,0,4,SP
Francisco Liriano,DET,AL,27,4,3,3,0,0,0,0,0,49,47,0,23,6,24,46,434538,3201,26,1,SP
Logan Allen,,,5,5,2,2,0,0,0,0,0,29,28,0,14,4,12,27,,sa875192,0,0,
Erik Swanson,,,16,7,3,3,0,0,0,0,0,44,44,0,22,7,14,42,,sa829145,0,0,
Brian Flynn,KC,AL,48,0,2,2,0,0,0,0,0,41,43,0,20,4,17,28,543169,12027,0,48,RP
Rowan Wick,CHC,NL,10,0,1,0,0,0,0,0,0,11,10,0,6,1,6,11,592858,14646,0,10,RP
Matt Hall,DET,AL,5,4,2,2,0,0,0,0,0,36,36,0,20,5,16,32,664180,18076,0,5,RP
Pierce Johnson,SF,NL,37,0,2,1,0,0,0,0,0,27,25,0,13,3,14,26,572955,13435,0,37,RP
Kyle Bird,,,16,0,1,1,0,0,0,0,0,16,15,0,8,2,7,15,,sa829691,0,0,
Eric Lauer,SD,NL,23,22,7,8,0,0,0,0,0,117,119,0,56,16,46,105,641778,19316,23,0,SP
Daniel Poncedeleon,STL,NL,12,7,2,2,0,0,0,0,0,43,39,0,20,5,20,38,594965,16110,4,7,RP
Tyler Bashlor,NYM,NL,24,0,0,2,0,0,0,0,0,18,16,0,9,2,9,18,641341,15203,0,24,Closer
Luke Bard,LAA,AL,8,0,0,0,0,0,0,0,0,5,5,0,3,1,2,6,572703,14288,0,8,
Rhiner Cruz,TOR,AL,2,0,0,1,0,0,0,0,0,12,12,0,6,2,6,12,462480,711,0,2,RP
Brett Cecil,STL,NL,40,0,2,2,0,0,0,0,0,43,44,0,22,5,18,36,446399,2660,0,40,RP
Dane Dunning,,,3,3,1,1,0,0,0,0,0,18,18,0,9,2,6,16,,sa738926,0,0,
Matthew Boyd,DET,AL,31,31,9,13,0,0,0,0,0,175,173,0,85,28,56,161,571510,15440,31,0,SP|RP
Carlos Estevez,COL,,7,0,0,0,0,0,0,0,0,7,7,0,3,1,3,6,608032,14542,0,0,RP
Gio Gonzalez,MIL,NL,5,22,8,8,0,0,0,0,0,121,119,0,60,15,52,105,461829,7448,5,0,SP
Daniel Hudson,LAD,NL,40,0,0,0,0,0,0,0,0,7,7,0,4,1,3,7,543339,7146,1,39,SP
Trevor Williams,PIT,NL,31,29,10,10,0,0,0,0,0,161,164,0,76,20,54,120,592866,16977,31,0,SP
CC Sabathia,NYY,AL,29,24,9,7,0,0,0,0,0,134,133,0,63,19,46,117,282332,404,29,0,Relief Pitcher
Jalen Beeks,TB,AL,2,11,5,4,0,0,0,0,0,67,64,0,33,10,28,63,656222,17192,1,1,Closer
Kohl Stewart,MIN,AL,8,6,1,3,0,0,0,0,0,34,39,0,18,4,14,25,640464,15502,4,4,SP
Tyler Anderson,COL,NL,33,29,9,9,0,0,0,0,0,160,161,0,79,26,53,149,542881,12880,32,0,SP
Pat Venditte,SF,NL,15,0,0,0,0,0,0,0,0,16,15,0,7,2,7,14,519381,7108,0,15,RP
Tyler Lyons,STL,NL,27,0,1,0,0,0,0,0,0,19,19,0,9,3,6,18,544928,11334,0,27,SP
Hector Velazquez,BOS,AL,47,3,4,2,0,0,0,0,0,54,59,0,26,7,16,38,584171,19341,8,39,Closer
Wei-Yin Chen,MIA,NL,27,26,7,11,0,0,0,0,0,142,142,0,69,21,44,118,612672,13071,26,0,SP
John Gant,STL,NL,28,4,3,3,0,0,0,0,0,63,61,0,28,8,27,54,607231,13684,19,7,Closer
Wilmer Font,TB,NL,6,1,2,2,0,0,0,0,0,43,41,0,21,7,15,41,521655,5257,0,6,RP
Matt Bush,TEX,AL,21,0,0,0,0,0,0,0,0,6,6,0,3,1,2,6,456713,1246,0,21,RP
Michael Lorenzen,CIN,NL,55,1,3,3,0,0,0,0,0,71,70,0,32,8,28,57,547179,14843,3,42,RP|SP
Sean Manaea,OAK,AL,27,3,1,1,0,0,0,0,0,17,18,0,8,2,5,13,640455,15873,27,0,SP
Jeff Samardzija,SF,NL,10,23,6,9,0,0,0,0,0,132,133,0,64,19,37,111,502188,3254,10,0,SP
Dan Altavilla,SEA,AL,22,0,2,2,0,0,0,0,0,36,32,0,16,5,18,40,656186,16507,0,22,RP
Mike Minor,TEX,AL,28,29,10,10,0,0,0,0,0,165,161,0,82,27,48,146,501985,10021,28,0,SP|RP
Glenn Sparkman,KC,AL,15,1,1,2,0,0,0,0,0,31,37,0,17,5,8,21,642098,15200,3,12,RP
Matt Shoemaker,TOR,AL,7,20,7,8,0,0,0,0,0,112,112,0,55,17,34,104,533167,4776,7,0,SP
Brett Kennedy,SD,NL,6,7,4,4,0,0,0,0,0,66,67,0,33,9,22,53,664028,17877,6,0,SP
Austin Gomber,STL,NL,29,7,3,3,0,0,0,0,0,37,37,0,18,5,15,33,596295,16561,11,18,RP|SP
Sandy Alcantara,MIA,NL,6,19,5,8,0,0,0,0,0,104,100,0,50,12,49,88,645261,18684,6,0,SP|RP
Yimi Garcia,LAD,NL,25,0,1,1,0,0,0,0,0,14,15,0,7,3,3,13,554340,12095,0,25,RP
Jordan Montgomery,NYY,AL,6,1,1,0,0,0,0,0,0,7,7,0,4,1,3,6,656756,16511,6,0,SP
Matt Belisle,MIN,AL,8,0,1,1,0,0,0,0,0,16,17,0,8,2,5,12,279571,1837,0,8,RP
Jake Newberry,KC,AL,14,0,1,1,0,0,0,0,0,21,20,0,11,3,9,18,623470,15136,0,14,RP
Paul Blackburn,OAK,AL,6,5,2,2,0,0,0,0,0,26,28,0,13,3,8,16,621112,14739,6,0,SP
Hunter Strickland,SEA,NL,49,0,3,3,0,0,0,0,0,54,52,0,26,7,23,47,519326,7836,0,49,RP
Tanner Roark,CIN,NL,31,28,9,11,0,0,0,0,0,162,163,0,80,24,53,141,543699,8753,30,1,SP|RP
Shawn Kelley,TEX,AL,19,0,2,2,0,0,0,0,0,47,43,0,23,9,14,48,518875,7773,0,19,RP
Joe Ross,WSH,NL,3,14,4,5,0,0,0,0,0,73,77,0,36,11,22,60,605452,12972,3,0,Relief Pitcher
Sean Reid-Foley,TOR,AL,7,12,4,5,0,0,0,0,0,63,62,0,33,9,29,65,656887,17034,7,0,Relief Pitcher
Jeanmar Gomez,CWS,AL,26,0,1,1,0,0,0,0,0,16,17,0,8,2,6,12,491646,9033,0,26,SP
Kyle Freeland,COL,NL,33,31,13,11,0,0,0,0,0,184,190,0,84,24,66,146,607536,16256,33,0,SP
Roenis Elias,SEA,AL,23,3,3,3,0,0,0,0,0,60,59,0,27,8,25,48,606273,12673,4,19,RP|SP
Victor Alcantara,DET,AL,27,0,3,3,0,0,0,0,0,51,53,0,23,6,18,39,622505,15028,0,27,RP
Felix Pena,LAA,AL,19,15,4,6,0,0,0,0,0,86,83,0,42,13,31,80,570240,13403,17,2,RP|SP
Lance Lynn,TEX,AL,20,29,9,10,0,0,0,0,0,161,159,0,79,20,71,147,458681,2520,20,0,SP
Hansel Robles,LAA,AL,37,0,2,3,0,0,0,0,0,52,48,0,25,7,23,55,570663,11801,0,37,RP
Ryan Borucki,TOR,AL,17,19,6,7,0,0,0,0,0,106,109,0,52,14,36,77,621366,16350,17,0,SP
James Hoyt,CLE,AL,1,0,0,0,0,0,0,0,0,9,8,0,4,1,4,8,624586,14605,0,1,RP
Josh Staumont,,,18,0,1,1,0,0,0,0,0,18,16,0,9,2,14,21,,sa857581,0,0,
Jefry Rodriguez,CLE,NL,14,1,1,0,0,0,0,0,0,32,31,0,17,3,17,26,622446,17018,8,6,RP
Drew Pomeranz,SF,AL,26,18,5,7,0,0,0,0,0,100,98,0,49,12,47,92,519141,11426,11,15,SP
Reed Garrett,,,19,0,1,1,0,0,0,0,0,19,20,0,10,2,9,17,,sa830040,0,0,
Aaron Sanchez,TOR,AL,20,23,7,7,0,0,0,0,0,126,126,0,63,14,60,103,592717,11490,20,0,SP|RP
Sal Romano,CIN,NL,39,5,2,2,0,0,0,0,0,47,49,0,24,6,16,37,607219,13690,25,14,Closer
Robby Scott,ARI,AL,9,0,0,1,0,0,0,0,0,11,10,0,6,2,5,13,582494,13042,0,9,RP
Derek Holland,SF,NL,37,28,8,11,0,0,0,0,0,153,150,0,72,21,63,137,502706,4141,30,6,SP
Drew Rucinski,MIA,NL,32,0,0,1,0,0,0,0,0,17,20,0,10,2,5,12,607968,12499,0,32,RP
Cody Reed,CIN,NL,17,8,2,3,0,0,0,0,0,48,48,0,24,7,21,45,642003,15232,7,10,SP
Adrian Houser,MIL,NL,7,1,1,1,0,0,0,0,0,12,14,0,6,2,5,10,605288,12718,0,7,RP
Matt Wisler,CIN,NL,7,0,1,1,0,0,0,0,0,32,33,0,16,5,8,27,605538,12804,3,4,SP
Kolby Allard,ATL,NL,3,3,1,1,0,0,0,0,0,23,25,0,12,3,8,17,663465,18694,1,2,SP
Carlos Rodon,CWS,AL,20,28,9,10,0,0,0,0,0,165,156,0,80,23,70,150,607074,16137,20,0,SP
Dylan Cease,,,8,7,2,3,0,0,0,0,0,34,31,0,17,5,18,36,,sa829000,0,0,
Alex McRae,PIT,NL,2,0,0,2,0,0,0,0,0,17,21,0,10,2,8,12,656725,16317,0,2,
Daniel Mengden,OAK,AL,22,24,8,7,0,0,0,0,0,132,135,0,67,19,37,92,596043,16980,17,5,SP
Trevor Oaks,KC,AL,4,4,1,2,0,0,0,0,0,20,23,0,11,2,7,12,656805,16468,2,2,SP
Antonio Senzatela,COL,NL,23,25,9,8,0,0,0,0,0,142,148,0,72,19,50,112,622608,15488,13,10,Relief Pitcher
Matt Albers,MIL,NL,34,0,3,2,0,0,0,0,0,45,46,0,22,7,15,43,458006,4300,0,34,RP
Wily Peralta,KC,AL,37,0,2,3,0,0,0,0,0,62,60,0,31,8,31,57,503449,7738,0,37,Designated Hitter
Taylor Cole,LAA,AL,18,1,2,2,0,0,0,0,0,43,41,0,20,6,19,43,518566,11964,2,16,Closer
Wade LeBlanc,SEA,AL,32,24,8,9,0,0,0,0,0,137,139,0,67,22,37,109,453281,5221,27,5,Relief Pitcher
Austin Voth,WSH,NL,4,2,2,2,0,0,0,0,0,29,30,0,15,4,11,25,608723,15047,2,2,RP
Daniel Norris,DET,AL,11,17,5,7,0,0,0,0,0,92,96,0,51,13,38,88,596057,13475,8,3,SP
Jake Jewell,LAA,AL,3,0,0,1,0,0,0,0,0,13,14,0,7,2,6,11,657228,16958,0,3,RP
Nathan Karns,BAL,,15,15,5,6,0,0,0,0,0,84,82,0,41,14,32,83,501992,12638,0,0,SP
Chih-Wei Hu,CLE,AL,5,1,1,1,0,0,0,0,0,21,22,0,11,4,6,18,629496,16419,0,5,RP
Scott Barlow,KC,AL,6,1,1,1,0,0,0,0,0,15,15,0,8,2,7,13,605130,14993,0,6,RP
Jorge De La Rosa,CHC,NL,43,0,2,2,0,0,0,0,0,52,50,0,24,6,23,44,407822,2047,0,42,SP
Zach Davies,MIL,NL,13,25,8,8,0,0,0,0,0,138,146,0,68,18,43,103,605200,13183,13,0,SP
Nick Kingham,PIT,NL,18,15,5,7,0,0,0,0,0,93,99,0,49,15,29,78,592468,11694,15,3,Relief Pitcher
Luis Cessa,NYY,AL,16,4,3,2,0,0,0,0,0,44,45,0,23,7,13,38,570666,13345,5,11,RP
Aaron Wilkerson,MIL,NL,3,1,1,1,0,0,0,0,0,11,11,0,5,2,4,9,658792,16904,1,2,RP
Max Povse,SEA,,2,2,1,1,0,0,0,0,0,11,13,0,7,2,5,10,605428,16165,0,0,RP
Wandy Peralta,CIN,NL,59,0,1,1,0,0,0,0,0,28,29,0,14,3,14,22,593974,14295,0,59,RP
Dovydas Neverauskas,PIT,NL,25,0,1,1,0,0,0,0,0,30,28,0,16,4,15,29,596720,11604,0,25,RP
Nick Goody,CLE,AL,12,0,1,2,0,0,0,0,0,33,30,0,16,6,13,39,580792,13685,0,12,RP
Jhoulys Chacin,MIL,NL,36,32,11,10,0,0,0,0,0,182,176,0,87,24,69,151,468504,2608,35,0,SP
Joaquin Benoit,WSH,,14,0,1,1,0,0,0,0,0,14,13,0,7,2,6,13,276542,1437,0,0,RP
Brandon Maurer,KC,AL,37,0,1,1,0,0,0,0,0,16,17,0,10,2,9,16,543506,4878,0,37,RP
Grant Holmes,,,7,1,1,1,0,0,0,0,0,11,11,0,5,2,5,10,,sa828669,0,0,
Jake Odorizzi,MIN,AL,33,30,9,10,0,0,0,0,0,162,155,0,84,26,64,152,543606,6397,32,0,SP
