playerName,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Pat Urckfitz,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa457153,0,0,
Kevin Quackenbush,SD,NL,20,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,534812,12360,0,20,RP
Ross Ohlendorf,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,456027,8268,0,0,SP
Joe Nathan,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,1122,0,0,
Miguel Mejia,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa514279,0,0,
Jacob Dorris,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827396,0,0,
Victor Araujo,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548099,0,0,
Juan Minaya,CWS,AL,40,0,3,3,0,0,0,0,0,65,63,0,34,10,29,62,573668,10341,0,40,RP
Carlos Frias,CLE,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,516910,3547,0,0,SP
Rafael Betancourt,COL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,429783,177,0,0,RP
Kyle Hansen,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503395,0,0,
P.J. Conlon,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa857544,0,0,
Scott Sitz,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738412,0,0,
Andy Ferguson,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598931,0,0,
Daniel Norris,DET,AL,22,21,6,8,0,0,0,0,0,116,118,0,62,18,51,98,596057,13475,18,4,SP
Ryan Chaffee,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa454506,0,0,
Seth Simmons,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598797,0,0,
Tim Hudson,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,921,0,0,
Casey McCarthy,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658656,0,0,
Pedro Villarreal,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543881,9904,0,0,RP
Jeff Walters,NYM,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502368,sa328221,0,0,
Kolby Allard,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874245,0,0,
Joe Shaw,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658941,0,0,
Tyler Knigge,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549105,0,0,
Jackson Zarubin,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa920248,0,0,
Adalberto Mejia,MIN,AL,21,6,2,2,0,0,0,0,0,35,36,0,18,6,13,28,606167,13188,21,0,RP
Aaron Northcraft,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501597,0,0,
Christian Friedrich,SD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543184,7942,0,0,SP
Chris Withrow,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,519437,7161,0,0,RP
Tim Cooney,CLE,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,608641,13762,0,0,SP
Tom Windle,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549785,0,0,
Tyler Pill,NYM,NL,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543652,12751,3,4,RP
Luis Mateo,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa597557,0,0,
Jason Hammel,KC,AL,32,28,8,11,0,0,0,0,0,158,170,0,88,27,46,123,434628,4538,32,0,SP
Ian Hamilton,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874145,0,0,
Connor Jones,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738697,0,0,
Andrew Bailey,LAA,AL,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,457732,1368,0,4,RP
Travis Hissong,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830119,0,0,
Cal Quantrill,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738477,0,0,
Homer Bailey,CIN,NL,18,24,7,10,0,0,0,0,0,138,146,0,74,21,51,108,456701,8362,18,0,SP
Trevor Kelley,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827465,0,0,
A.J. Cole,WSH,NL,11,11,4,4,0,0,0,0,0,63,65,0,34,10,25,54,595918,11467,8,3,SP
Tyler Ihrig,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738252,0,0,
Raudel Lazo,MIA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,612272,14077,0,0,RP
Carlos Villanueva,SD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,453646,4138,0,0,SP
Dailyn Martinez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658075,0,0,
Cionel Perez,HOU,,10,0,0,0,0,0,0,0,0,10,10,0,5,2,4,8,672335,sa954181,0,0,
John Walter,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658678,0,0,
Mike Dunn,COL,NL,68,0,2,2,0,0,0,0,0,45,44,0,24,7,21,45,445197,9948,0,68,RP
Stolmy Pimentel,TEX,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,516935,6415,0,0,RP
Sam LeCure,ARI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,459967,4664,0,0,RP
Thomas Lee,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa659442,0,0,
Craig Brooks,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875197,0,0,
Zach Petrick,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa659444,0,0,
Sean Stutzman,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa920319,0,0,
Matt Marsh,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830228,0,0,
Seth Rosin,PHI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519229,10606,0,0,RP
Sam Runion,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa390308,0,0,
Clario Perez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa507214,0,0,
Jason Marquis,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,105,0,0,
Angel Nesbitt,DET,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,553970,13415,0,0,RP
Cody Schumacher,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829745,0,0,
Matt Reynolds,SF,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519186,8887,0,0,RP
Trevor Miller,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599519,0,0,
Kyle Finnegan,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa708446,0,0,
Ismael Guillon,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550236,0,0,
Tyson Perez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598434,0,0,
Kyle Davies,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,3642,0,0,
James Naile,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875263,0,0,
Sandy Alcantara,MIA,NL,8,21,6,9,0,0,0,0,0,130,128,0,68,16,69,110,645261,18684,0,8,
Collin Balester,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,444446,6883,0,0,RP
Evan Beal,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598103,0,0,
Jose Rosario,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa506730,0,0,
Tyler Waldron,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa545242,0,0,
Jordan Pries,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577935,0,0,
Chad Sobotka,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827407,0,0,
Ramon Benjamin,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa393218,0,0,
Cesar Jimenez,MIL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,462945,3762,0,0,RP
Andres Santiago,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa389212,0,0,
Steven Wright,BOS,AL,5,19,7,7,0,0,0,0,0,113,121,0,61,17,39,83,453214,8185,5,0,SP
Brian Matusz,CHC,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,451085,2646,0,0,SP
Bobby LaFromboise,PHI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,489039,7758,0,0,RP
Pedro Rodriguez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa528296,0,0,
Mike Morin,SEA,AL,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,573046,13442,0,6,RP
Mark Buehrle,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,225,0,0,
Kyle Bird,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829691,0,0,
Alex Balog,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737622,0,0,
Travis Ballew,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658550,0,0,
Ryan Dennick,LAD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,572810,9261,0,0,RP
Matt West,LAD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519411,7980,0,0,RP
Trevor Bayless,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa579648,0,0,
Tyler Ybarra,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503961,0,0,
Iden Nazario,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa545221,0,0,
Angel Castro,OAK,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502162,3243,0,0,RP
Ryan McNeil,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657941,0,0,
Sam Gaviglio,KC,AL,4,6,2,3,0,0,0,0,0,36,41,0,20,5,11,23,543208,12778,2,2,RP
Matt Wotherspoon,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738548,0,0,
Corey Copping,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875831,0,0,
Jhonathan Ramos,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa504204,0,0,
Tommy Shirley,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548448,0,0,
Ryan O'Sullivan,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455098,0,0,
Andrew Barbosa,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa327830,0,0,
Jesus Reyes,CIN,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,660875,sa877345,0,0,
David Carpenter,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,518526,9244,0,0,RP
J.J. Hoover,ARI,NL,52,0,0,1,0,0,0,0,0,10,10,0,5,2,5,10,543331,9037,0,52,RP
Tyler Brunnemann,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738966,0,0,
Roenis Elias,BOS,AL,1,5,4,4,0,0,0,0,0,68,69,0,35,10,26,55,606273,12673,0,1,SP
Jose Veras,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,407842,2063,0,0,RP
Kanekoa Texeira,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,334,0,0,
Brandon Brennan,CWS,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,592165,sa550121,0,0,
Brad Markey,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa659004,0,0,
Will Locante,ARI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,605342,sa577888,0,0,
Tim Shibuya,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa580380,0,0,
Mason McCullough,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827446,0,0,
Tom Eshelman,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874778,0,0,
Jacob Brigham,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502010,2851,0,0,RP
Dean Kiekhefer,SEA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,518883,10529,0,0,RP
Odrisamer Despaigne,MIA,NL,18,3,1,1,0,0,0,0,0,18,20,0,10,2,7,12,628333,16017,8,10,RP
Rob Wort,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa502647,0,0,
Preston Claiborne,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502011,10500,0,1,RP
Bobby Korecky,TOR,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,445090,4608,0,0,RP
Javier Lopez,SF,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,425657,1663,0,0,RP
Jesus Castillo,LAA,,2,2,1,1,0,0,0,0,0,9,10,0,5,1,3,6,612792,sa657701,0,0,
Madison Boer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa580423,0,0,
Brandon Mann,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa202622,0,0,
Dillon McNamara,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738389,0,0,
Mark Lowe,LAD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,450275,7416,0,0,RP
Michael Mader,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828804,0,0,
Jeff Locke,MIA,NL,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502046,2929,7,0,SP
Carlos Navas,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa550615,0,0,
Chris Huffman,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa709509,0,0,
David Speer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827385,0,0,
Sam Holland,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa739649,0,0,
Kraig Sitton,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501975,0,0,
Nick Masset,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,434665,7267,0,0,RP
Chris Mazza,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599371,0,0,
Kevin Munson,ARI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,576409,sa526289,0,0,
Pedro Avila,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa872768,0,0,
Jon Kennedy,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa914407,0,0,
Logan Bawcom,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549287,0,0,
Sean Marshall,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,445156,5905,0,0,RP|SP
Jason Motte,ATL,NL,46,0,0,1,0,0,0,0,0,10,11,0,6,2,4,8,435400,5861,0,46,RP
Wandy Rodriguez,HOU,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,434643,2586,0,0,SP
Logan Darnell,MIN,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,592244,11261,0,0,RP
Edwin Fierro,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa652170,0,0,
Simon Mercedes,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa701535,0,0,
Daniel Gibson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549733,0,0,
Kyle McPherson,PIT,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519015,5009,0,0,SP|RP
Elliot Morris,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737798,0,0,
Jose Urena,MIA,NL,36,29,8,12,0,0,0,0,0,169,181,0,92,24,67,123,570632,11589,28,6,SP
Alex Winkelman,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874113,0,0,
Chad Jenkins,TOR,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,554432,10326,0,0,RP|SP
Chris Young,KC,AL,14,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,432934,3196,2,12,SP
Nabil Crismatt,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657397,0,0,
Dustin McGowan,MIA,NL,63,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,430661,8600,0,63,SP
Jeff Singer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa919323,0,0,
Burke Badenhop,WSH,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,488674,9736,0,0,RP
Kyle Lobstein,BAL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543456,9178,0,0,SP
Tate Scioneaux,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa857686,0,0,
Matt Summers,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa546755,0,0,
Garrett Cleavinger,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827423,0,0,
Preston Gainey,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658177,0,0,
Myles Jaye,DET,AL,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,594867,11769,2,3,
Devin Smeltzer,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829638,0,0,
Andre Rienzo,MIA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,516589,3507,0,0,RP
Raynel Espinal,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737238,0,0,
Dennis O'Grady,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa546796,0,0,
Ryan Borucki,TOR,,6,6,2,2,0,0,0,0,0,37,39,0,20,6,14,27,621366,sa658266,0,0,
J.D. Hammer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874170,0,0,
Chris Paddack,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875195,0,0,
Geoff Broussard,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658572,0,0,
Edgmer Escalona,SF,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,467850,8574,0,0,RP
Drew VerHagen,DET,AL,24,0,2,3,0,0,0,0,0,55,59,0,30,8,22,41,572403,13424,2,22,RP
Michael Lee,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa328306,0,0,
Kyle Winkler,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa526575,0,0,
Carlos Portuondo,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa910266,0,0,
Warwick Saupold,DET,AL,45,0,2,3,0,0,0,0,0,55,58,0,30,8,22,41,599683,13211,0,45,RP
Jeremy Kehrt,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455400,0,0,
Michael O'Neal,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa914643,0,0,
Chad Rogers,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549784,0,0,
Sean Isaac,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918944,0,0,
Jared Mortensen,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa753432,0,0,
Stephen Fife,LAD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543155,8077,0,0,SP
Barry Enright,LAA,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,446264,2412,0,0,RP
Brett Lee,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503344,0,0,
Josh Uhen,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737825,0,0,
Matthew Tracy,NYY,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,595441,12240,0,0,RP
Brad Penny,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,535,0,0,
Austin Kubitza,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548355,0,0,
J.T. Brubaker,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875176,0,0,
Jarret Martin,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa455420,0,0,
Ivan Hernandez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa550634,0,0,
Burch Smith,KC,,40,0,2,2,0,0,0,0,0,40,40,0,22,6,18,36,572143,12784,0,0,SP|RP
Matt Buschmann,ARI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,501936,3832,0,0,RP
Paul Blackburn,OAK,AL,10,15,4,6,0,0,0,0,0,84,96,0,46,11,29,48,621112,14739,10,0,SP
Jose Lopez,CIN,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,656661,sa709715,0,0,
Terance Marin,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa556821,0,0,
Kyle Bartsch,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737840,0,0,
Aaron Thompson,MIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,457744,999,0,0,RP
Juan Grullon,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503590,0,0,
Nestor Molina,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503616,0,0,
Deunte Heath,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,445177,7371,0,0,RP
Steven Hensley,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa454531,0,0,
Sean Donatello,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599283,0,0,
Yankory Pimentel,BOS,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,622524,sa659446,0,0,
Conor Lillis-White,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876096,0,0,
Alejandro Chacin,CIN,NL,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,591701,13530,0,6,
Kyle Martin,BOS,AL,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,573016,14860,0,2,
Michael Kopech,,,15,15,4,6,0,0,0,0,0,83,75,0,44,13,48,89,,sa828680,0,0,
David Aardsma,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,430911,1902,0,0,RP
Ralston Cash,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548277,0,0,
Joe Wieland,ATL,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543921,6109,0,0,SP
Matt Swarmer,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa918458,0,0,
Duke von Schamann,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658267,0,0,
Jake Thompson,PHI,NL,12,2,2,2,0,0,0,0,0,44,46,0,24,7,17,37,622097,14371,8,3,SP
Daniel Camarena,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599205,0,0,
Gabe Speier,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738213,0,0,
Chad Smith,LAA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,605477,13604,0,0,RP
Yohan Pino,KC,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,464416,6955,0,0,RP
Ryan Meisinger,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875592,0,0,
Andres Avila,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa541874,0,0,
Jordan Shipers,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549254,0,0,
David Perez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548117,0,0,
Jerome Williams,STL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,425532,1137,0,0,SP
Josh Collmenter,ATL,NL,11,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,518567,7312,0,11,SP
Trevor Bettencourt,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918556,0,0,
D.J. Johnson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa553075,0,0,
Kyle Haynes,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658506,0,0,
Yimmi Brasoban,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598120,0,0,
Stephen Kohlscheen,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa502700,0,0,
Henry Owens,LAD,,10,0,0,0,0,0,0,0,0,10,8,0,5,1,6,11,596064,13143,0,0,SP
Pedro Fernandez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657697,0,0,
Williams Jerez,BOS,,10,0,0,0,0,0,0,0,0,10,10,0,5,1,5,8,605301,sa597797,0,0,
Jon Fitzsimmons,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa742508,0,0,
Keith Hessler,SD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,594857,12220,0,0,RP
Cody Wheeler,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548334,0,0,
Brandon Barker,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829237,0,0,
Aaron Wilkerson,MIL,NL,3,2,0,1,0,0,0,0,0,9,9,0,5,2,3,8,658792,16904,2,1,
Glen Perkins,MIN,AL,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,450282,8041,0,8,RP
Hisashi Iwakuma,SEA,AL,6,10,3,4,0,0,0,0,0,56,63,0,31,10,15,39,547874,13048,6,0,SP
Chris Flexen,NYM,NL,14,2,0,1,0,0,0,0,0,9,9,0,5,1,4,7,623167,13896,9,5,
Stephen Tarpley,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598104,0,0,
Randy Fontanez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549664,0,0,
Albert Minnis,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549930,0,0,
Vin Mazzaro,SF,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,476570,5231,0,0,RP
Rob Scahill,MIL,NL,18,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543746,9286,0,18,RP
Adam Bray,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa876116,0,0,
James Reeves,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875266,0,0,
Chad Girodo,TOR,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,643325,15542,0,0,RP
