playerName,teamLong,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Alec Mills,Royals,KCR,AL,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,621219,13834,0,3,RP
Brandon McCarthy,Dodgers,LAD,NL,10,21,8,7,0,0,0,0,0,118,115,0,50,14,32,105,435221,4662,9,1,SP
James Pazos,Mariners,SEA,AL,7,0,2,1,0,0,0,0,0,30,25,0,12,3,15,33,572021,13323,0,7,RP
Andrew McKirahan,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,605374,12870,0,0,RP
Nick Wittgren,Marlins,FLA,NL,48,0,1,1,0,0,0,0,0,30,30,0,13,3,9,26,621295,15594,0,48,RP
Rick Porcello,Red Sox,BOS,AL,33,31,13,10,0,0,0,0,0,196,202,0,87,23,40,160,519144,2717,33,0,SP
Luis Avilan,Dodgers,LAD,NL,27,0,2,1,0,0,0,0,0,30,27,0,12,3,13,29,501593,2882,0,27,RP
Joaquin Benoit,Phillies,PHI,NL,26,0,3,3,0,0,0,0,0,55,48,0,23,7,22,60,276542,1437,0,26,RP
Ryne Harper,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa599485,0,0,
Cliff Lee,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,424324,1636,0,0,SP
Jose Jose,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa506778,0,0,
Jerry Sullivan,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa501200,0,0,
Chris Smith,Athletics,OAK,AL,13,0,1,1,0,0,0,0,0,20,19,0,9,2,7,19,434672,4544,0,13,RP
Adam Wainwright,Cardinals,STL,NL,34,28,10,10,0,0,0,0,0,170,175,0,74,18,46,136,425794,2233,33,0,SP
A.J. Schugel,Pirates,PIT,NL,36,0,1,1,0,0,0,0,0,15,15,0,7,2,4,13,519263,11432,0,36,RP
Matt Moore,Giants,SFG,NL,12,31,11,10,0,0,0,0,0,178,163,0,74,19,64,168,519043,1890,12,0,SP
Fernando Salas,Mets,NYM,NL,58,0,3,3,0,0,0,0,0,55,52,0,24,7,16,54,477569,4971,0,58,RP
Oliver Perez,Nationals,WSN,NL,64,0,2,2,0,0,0,0,0,40,36,0,16,4,17,43,424144,1514,0,64,RP|SP
Ivan Nova,Pirates,PIT,NL,21,21,7,7,0,0,0,0,0,119,129,0,54,12,29,91,467100,1994,15,6,SP
Mychal Givens,Orioles,BAL,AL,66,0,3,2,0,0,0,0,0,55,47,0,23,6,24,63,571710,10430,0,66,RP
Rob Zastryzny,Cubs,CHC,NL,8,0,1,1,0,0,0,0,0,25,23,0,10,3,9,24,642239,15094,1,7,RP
Jacob Barnes,Brewers,MIL,NL,27,0,2,2,0,0,0,0,0,40,38,0,17,5,15,40,606930,12323,0,27,RP
Jose Quintana,White Sox,CHW,AL,32,32,12,12,0,0,0,0,0,204,202,0,86,25,54,181,500779,11423,32,0,SP|RP
Wade LeBlanc,Pirates,PIT,NL,8,5,3,3,0,0,0,0,0,63,63,0,27,8,16,54,453281,5221,0,8,RP|SP
Braulio Lara,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa506176,0,0,
Jason Jester,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa738439,0,0,
Josh Lueke,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518961,5722,0,0,RP
Phil Coke,Pirates,PIT,NL,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,457435,5535,0,3,RP
Brad Wieck,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa659424,0,0,
Kaleb Fleck,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa526875,0,0,
Kevin Siegrist,Cardinals,STL,NL,67,0,3,3,0,0,0,0,0,65,55,0,27,7,29,72,543779,8180,0,67,RP
Neftali Feliz,Brewers,MIL,NL,62,0,3,3,0,0,0,0,0,65,58,0,28,8,26,73,491703,18,0,62,RP|SP
Austin Adams,Angels,ANA,AL,19,0,1,0,0,0,0,0,0,10,9,0,4,1,3,9,542866,7411,0,19,RP
Blake Parker,Angels,ANA,AL,16,0,1,0,0,0,0,0,0,10,9,0,4,1,4,10,453284,5224,0,16,RP
Adam Wilk,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,573244,8421,0,0,RP|SP
Matt West,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,519411,7980,0,0,RP
Cesar Vargas,Padres,SDP,NL,7,2,1,2,0,0,0,0,0,29,28,0,12,3,10,26,570714,14099,7,0,SP
Matt Nevarez,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa291749,0,0,
Chris Stratton,Giants,SFG,NL,7,0,1,1,0,0,0,0,0,25,24,0,10,2,9,22,608717,13761,0,7,RP
Preston Guilmet,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543258,7303,0,0,RP
Carlos Alvarado,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa505053,0,0,
Ray Black,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,605143,sa579473,0,0,RP
Taylor Rogers,Twins,MIN,AL,57,0,3,3,0,0,0,0,0,55,55,0,24,6,17,47,573124,13449,0,57,RP
Shane Greene,Tigers,DET,AL,50,0,2,2,0,0,0,0,0,35,34,0,15,4,11,31,572888,10756,3,47,SP|RP
Buddy Baumann,Padres,SDP,NL,11,0,1,1,0,0,0,0,0,25,23,0,10,3,10,25,571473,9309,0,11,RP
Michael Tonkin,Twins,MIN,AL,65,0,2,2,0,0,0,0,0,40,38,0,18,5,13,39,543859,10315,0,65,RP
Caleb Dirks,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829346,0,0,
Rafael Martin,Nationals,WSN,NL,8,0,1,1,0,0,0,0,0,25,23,0,11,3,10,25,514669,10258,0,8,RP
Jeremy Affeldt,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,346793,583,0,0,RP
Bryan Shaw,Indians,CLE,AL,75,0,3,3,0,0,0,0,0,55,52,0,23,6,20,51,543766,8110,0,75,RP
Chang-Yong Lim,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,14445,0,0,
Bruce Rondon,Tigers,DET,AL,37,0,2,1,0,0,0,0,0,30,26,0,13,3,14,33,541652,5766,0,37,RP
Joe Ross,Nationals,WSN,NL,23,26,10,8,0,0,0,0,0,146,147,0,65,17,42,128,605452,12972,19,0,SP
Silvino Bracho,Diamondbacks,ARI,NL,26,0,1,1,0,0,0,0,0,25,23,0,11,3,9,26,611093,15051,0,26,RP
Ryan Madson,Athletics,OAK,AL,63,0,3,3,0,0,0,0,0,65,65,0,28,7,21,56,425492,1852,0,63,RP
Christopher Devenski,Astros,HOU,AL,48,2,3,3,0,0,0,0,0,64,60,0,28,9,17,61,606965,12763,5,43,RP
Ryan Brasier,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518489,5615,0,0,RP
Brian Ellington,Marlins,FLA,NL,32,0,1,1,0,0,0,0,0,20,17,0,8,2,10,22,623395,17233,0,32,RP
Drew Storen,Reds,CIN,NL,19,0,3,3,0,0,0,0,0,65,61,0,27,8,20,62,519322,6983,0,19,RP
Brian Flynn,Royals,KCR,AL,36,0,1,1,0,0,0,0,0,20,19,0,8,2,8,18,543169,12027,1,35,SP
Odrisamer Despaigne,Marlins,FLA,NL,16,0,0,0,0,0,0,0,0,10,10,0,4,1,3,8,628333,16017,0,16,SP
Jon Gray,Rockies,COL,NL,29,31,12,10,0,0,0,0,0,184,178,0,85,23,66,191,592351,14916,29,0,SP
Craig Stammen,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,489334,7274,0,0,RP
Giovanny Gallegos,Yankees,NYY,AL,10,0,1,0,0,0,0,0,0,10,9,0,4,1,3,10,,sa659493,0,0,
Kevin Chapman,Braves,ATL,NL,9,0,1,1,0,0,0,0,0,20,18,0,8,2,9,21,502087,11240,0,9,RP
Shawn Tolleson,Rays,TBD,AL,37,0,2,2,0,0,0,0,0,45,42,0,19,5,15,42,474521,10481,0,37,RP
Nick Vincent,Mariners,SEA,AL,60,0,3,3,0,0,0,0,0,55,50,0,23,7,17,54,543883,7555,0,60,RP
Matt Barnes,Red Sox,BOS,AL,62,0,2,2,0,0,0,0,0,45,42,0,20,5,18,45,598264,12863,0,62,RP
Brett Anderson,Cubs,CHC,NL,4,16,6,5,0,0,0,0,0,91,96,0,38,8,28,64,474463,8223,3,1,SP
Wei-Yin Chen,Marlins,FLA,NL,22,29,11,10,0,0,0,0,0,177,179,0,77,22,41,143,612672,13071,22,0,SP
Cole Hamels,Rangers,TEX,AL,32,32,13,11,0,0,0,0,0,204,195,0,90,24,70,194,430935,4972,32,0,SP
Charlie Furbush,,,,25,0,1,1,0,0,0,0,0,25,23,0,11,3,9,25,518703,1370,0,0,RP|SP
Lester Oliveros,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,500902,9167,0,0,RP
Wirfin Obispo,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa530473,0,0,
Blake Snell,Rays,TBD,AL,19,23,8,7,0,0,0,0,0,122,103,0,50,13,59,132,605483,13543,19,0,SP
A.J. Burnett,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,150359,512,0,0,SP
Kirby Yates,Angels,ANA,AL,41,0,1,1,0,0,0,0,0,20,17,0,8,2,8,21,489446,9073,0,41,RP
Randy Choate,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,329092,813,0,0,RP
John Lackey,Cubs,CHC,NL,29,29,11,10,0,0,0,0,0,180,173,0,79,23,50,164,407793,1507,29,0,SP
Manny Parra,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,448159,4279,0,0,RP
Mike Morin,Angels,ANA,AL,60,0,3,3,0,0,0,0,0,55,51,0,22,6,18,50,573046,13442,0,60,RP
Jimmie Sherfy,Diamondbacks,ARI,NL,10,0,0,0,0,0,0,0,0,10,9,0,4,1,5,11,,sa737897,0,0,
Glen Perkins,Twins,MIN,AL,2,0,0,0,0,0,0,0,0,10,10,0,4,1,3,10,450282,8041,0,2,RP
Eric O'Flaherty,Braves,ATL,NL,39,0,2,2,0,0,0,0,0,35,36,0,15,3,13,29,447714,5746,0,39,RP
Sonny Gray,Athletics,OAK,AL,22,26,9,10,0,0,0,0,0,160,165,0,72,16,53,131,543243,12768,22,0,SP|RP
Joe Jimenez,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa740519,0,0,
Zach Putnam,White Sox,CHW,AL,25,0,3,3,0,0,0,0,0,55,50,0,24,6,23,57,474029,9080,0,25,RP
Masahiro Tanaka,Yankees,NYY,AL,31,32,13,11,0,0,0,0,0,205,207,0,89,28,43,174,547888,15764,31,0,SP
Charles Brewer,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502033,9155,0,0,RP
Chin-hui Tsao,Dodgers,LAD,NL,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,425835,1776,0,2,RP
Juan Perez,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,448722,2557,0,0,
Lucas Sims,Braves,ATL,NL,10,0,0,1,0,0,0,0,0,10,9,0,4,1,5,11,,sa657914,0,0,
Danny Farquhar,Rays,TBD,AL,35,0,3,3,0,0,0,0,0,55,50,0,23,6,20,53,543144,8501,0,35,RP
Luis Garcia,Phillies,PHI,NL,17,0,1,1,0,0,0,0,0,30,28,0,12,3,15,29,472610,6984,0,17,RP
Felix Hernandez,Mariners,SEA,AL,25,32,12,11,0,0,0,0,0,203,202,0,88,21,66,170,433587,4772,25,0,SP
Jo-Jo Reyes,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,457456,5559,0,1,RP|SP
Luke Weaver,Cardinals,STL,NL,9,11,4,4,0,0,0,0,0,62,62,0,28,8,17,56,596133,16918,8,1,SP
Buddy Boshers,Twins,MIN,AL,37,0,1,1,0,0,0,0,0,20,19,0,9,2,8,19,542953,8490,0,37,RP
Joan Gregorio,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,593340,sa547815,0,0,SP
Joe Broussard,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa708442,0,0,
Erasmo Ramirez,Rays,TBD,AL,64,0,3,3,0,0,0,0,0,55,53,0,23,6,15,46,541640,10314,1,63,SP|RP
Tyler Duffey,Twins,MIN,AL,26,13,6,6,0,0,0,0,0,101,105,0,46,12,27,83,608648,13758,26,0,SP
Santiago Casilla,Athletics,OAK,AL,62,0,3,3,0,0,0,0,0,55,53,0,24,6,21,52,433586,2873,0,62,RP
Jacob Brigham,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502010,2851,0,0,RP
Matt Shoemaker,Angels,ANA,AL,27,32,12,11,0,0,0,0,0,194,187,0,83,26,45,169,533167,4776,27,0,SP
Danny Duffy,Royals,KCR,AL,42,31,12,11,0,0,0,0,0,187,173,0,79,23,58,178,518633,3542,26,16,RP|SP
Jonathan Holder,Yankees,NYY,AL,8,0,2,2,0,0,0,0,0,35,33,0,15,5,11,35,656547,16588,0,8,RP
Kyle Lobstein,Pirates,PIT,NL,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543456,9178,0,14,RP|SP
Enrique Burgos,Diamondbacks,ARI,NL,43,0,2,2,0,0,0,0,0,35,30,0,15,4,18,39,542609,3895,0,43,RP
Gavin Floyd,Blue Jays,TOR,AL,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,425856,3886,0,28,SP
Scott Kazmir,Dodgers,LAD,NL,27,13,5,4,0,0,0,0,0,73,69,0,31,9,24,68,431148,4897,26,0,SP
Tyson Ross,Rangers,TEX,AL,1,16,6,5,0,0,0,0,0,94,92,0,42,9,38,85,475115,7872,1,0,SP|RP
Jeremy Jeffress,Rangers,TEX,AL,47,0,3,3,0,0,0,0,0,55,56,0,24,5,20,45,502026,9490,0,47,RP
Juan Jaime,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,462089,6127,0,0,RP
Mitch Lively,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa390254,0,0,
Hansel Robles,Mets,NYM,NL,68,0,3,3,0,0,0,0,0,55,49,0,24,7,22,59,570663,11801,0,68,RP
Brandon Morrow,Padres,SDP,NL,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,453344,9346,0,18,SP
Phil Klein,Phillies,PHI,NL,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,607309,12675,2,2,RP|SP
Ty Blach,Giants,SFG,NL,4,10,5,5,0,0,0,0,0,85,88,0,36,9,23,61,621389,14361,2,2,RP
Jeff Francis,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,433585,4684,0,0,SP|RP
Michael Lorenzen,Reds,CIN,NL,36,0,3,3,0,0,0,0,0,55,53,0,24,6,19,51,547179,14843,0,35,SP
Nate Smith,Angels,ANA,AL,10,0,1,0,0,0,0,0,0,10,10,0,4,1,3,8,,sa737900,0,0,
Jaye Chapman,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,488776,9096,0,0,
Carlos Rodon,White Sox,CHW,AL,28,28,9,10,0,0,0,0,0,162,150,0,71,19,63,166,607074,16137,28,0,SP
Lance Lynn,Cardinals,STL,NL,28,28,10,9,0,0,0,0,0,158,155,0,70,17,56,142,458681,2520,0,0,SP
Trevor Hildenberger,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829460,0,0,
Vince Velasquez,Phillies,PHI,NL,24,28,9,10,0,0,0,0,0,157,141,0,69,22,57,171,592826,11189,24,0,SP
Jose Mijares,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,467726,4140,0,0,RP
Matt Ramsey,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543677,sa577883,0,0,
Erik Davis,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,458530,8422,0,0,RP
Michael Fulmer,Tigers,DET,AL,26,29,11,10,0,0,0,0,0,178,177,0,79,21,54,153,605242,13218,26,0,SP
Matt Reynolds,Giants,SFG,NL,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,519186,8887,0,8,RP
Evan Reed,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,519175,1349,0,0,RP
Yuhei Nakaushiro,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa653446,0,0,
Akeel Morris,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,592570,12185,0,0,RP
Ryan Weber,Braves,ATL,NL,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543901,10160,2,14,SP
J.T. Chargois,Twins,MIN,AL,25,0,2,2,0,0,0,0,0,45,43,0,20,5,20,43,608638,13767,0,25,RP
Ryan Dull,Athletics,OAK,AL,70,0,3,3,0,0,0,0,0,55,52,0,25,7,18,53,623430,13974,0,70,RP
Jake Petricka,White Sox,CHW,AL,9,0,2,2,0,0,0,0,0,40,39,0,17,3,18,35,502593,10534,0,9,RP
Curtis Partch,Pirates,PIT,NL,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,489197,1333,0,2,RP
Sean Gilmartin,Mets,NYM,NL,14,3,3,3,0,0,0,0,0,53,53,0,23,6,17,46,543219,12781,1,13,RP
Matt Tomshaw,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa598974,0,0,
Hunter Cervenka,Marlins,FLA,NL,50,0,1,1,0,0,0,0,0,25,22,0,10,2,14,26,543017,10510,0,50,RP
Nick Hagadone,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,444935,1351,0,0,RP
Brandon Kintzler,Twins,MIN,AL,54,0,3,3,0,0,0,0,0,65,71,0,29,6,18,45,445213,9939,0,54,RP
J.R. Bradley,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa548235,0,0,
Darren O'Day,Orioles,BAL,AL,34,0,3,3,0,0,0,0,0,65,59,0,28,9,22,67,503285,3321,0,34,RP
Ryan Buchter,Padres,SDP,NL,67,0,3,3,0,0,0,0,0,55,45,0,23,7,28,64,488748,9456,0,67,RP
Hector Ambriz,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,459932,559,0,0,RP
Jose Urena,Marlins,FLA,NL,29,3,3,3,0,0,0,0,0,58,59,0,26,6,19,46,570632,11589,12,16,SP
Duke Welker,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,444992,792,0,0,RP
Simon Castro,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,501563,9243,0,0,RP
Jose Alvarez,Angels,ANA,AL,64,0,2,2,0,0,0,0,0,40,38,0,16,4,14,34,501625,5358,0,64,RP|SP
Mauricio Cabrera,Braves,ATL,NL,41,0,3,3,0,0,0,0,0,55,48,0,24,5,32,60,606291,12975,0,41,RP
Jason Grilli,Blue Jays,TOR,AL,21,0,3,3,0,0,0,0,0,65,55,0,28,9,26,74,276351,521,0,21,RP
David Carpenter,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502304,3959,0,0,RP
Matt Andriese,Rays,TBD,AL,29,21,8,8,0,0,0,0,0,127,125,0,56,16,33,107,542882,12022,19,10,SP|RP
Jed Bradley,Braves,ATL,NL,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,605152,13166,0,6,RP
Paolo Espino,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa327124,0,0,
Brian Duensing,Cubs,CHC,NL,14,0,2,2,0,0,0,0,0,35,33,0,14,4,13,31,488846,4064,0,14,RP|SP
John Axford,Athletics,OAK,AL,68,0,2,2,0,0,0,0,0,45,43,0,20,4,21,44,446099,9059,0,68,RP
Troy Patton,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,461856,8368,0,0,RP|SP
Kyle Zimmer,Royals,KCR,AL,30,0,1,1,0,0,0,0,0,30,28,0,13,3,13,29,622092,sa621583,0,0,SP
Glenn Sparkman,Blue Jays,TOR,AL,10,0,0,0,0,0,0,0,0,10,10,0,4,1,3,9,,sa738220,0,0,
Drew Pomeranz,Red Sox,BOS,AL,14,11,4,3,0,0,0,0,0,64,59,0,28,8,25,63,519141,11426,13,1,SP|RP
Montana Durapau,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829611,0,0,
Jon Velasquez,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa496300,0,0,
Joseph O'Gara,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa502727,0,0,
C.C. Lee,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,547348,5177,0,0,RP
Brady Rodgers,Astros,HOU,AL,5,0,1,1,0,0,0,0,0,15,15,0,7,2,3,13,572086,13393,1,4,RP
Michael Wacha,Cardinals,STL,NL,27,23,8,8,0,0,0,0,0,129,131,0,58,15,42,108,608379,14078,24,3,SP
Dan Altavilla,Mariners,SEA,AL,15,0,3,3,0,0,0,0,0,65,60,0,28,7,26,61,656186,16507,0,15,RP
Raudel Lazo,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,612272,14077,0,0,RP
Ryan Pressly,Twins,MIN,AL,72,0,3,3,0,0,0,0,0,65,64,0,29,7,23,58,519151,7005,0,72,RP
Tsuyoshi Wada,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,493159,13046,0,0,SP
Drew Steckenrider,Marlins,FLA,NL,10,0,0,0,0,0,0,0,0,10,9,0,4,1,5,9,,sa621408,0,0,
Andrew Robinson,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa549091,0,0,
Steve Kent,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa329072,0,0,
Paul Smyth,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa503009,0,0,
Taylor Jordan,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518863,10466,0,0,RP|SP
Dominic Leone,Diamondbacks,ARI,NL,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,608678,13763,0,25,RP
Vinnie Pestano,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502260,4782,0,0,RP
Aaron Sanchez,Blue Jays,TOR,AL,30,32,12,11,0,0,0,0,0,202,200,0,91,20,79,172,592717,11490,30,0,SP|RP
Andrew Suarez,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa598260,0,0,
Ryan Kelly,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502462,4858,0,0,RP
Maikel Cleto,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,521055,5529,0,0,RP
Robert Zarate,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa471754,0,0,
Jose Valverde,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,407878,1726,0,0,RP
Jesse Crain,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,430884,4817,0,0,RP
Tim Hudson,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,218596,921,0,0,SP
Carlos Estevez,Rockies,COL,NL,63,0,3,3,0,0,0,0,0,55,52,0,25,7,24,58,608032,14542,0,63,RP
Sam Demel,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,451585,868,0,0,RP
Zac Rosscup,,,,10,0,0,0,0,0,0,0,0,10,9,0,4,1,5,11,573127,9419,0,0,RP
Albert Suarez,Giants,SFG,NL,22,5,3,3,0,0,0,0,0,47,48,0,21,5,14,35,544150,6175,12,10,RP
Joseph Biagini,Blue Jays,TOR,AL,60,0,3,3,0,0,0,0,0,55,55,0,24,6,17,45,607352,13194,0,60,RP
David Paulino,Astros,HOU,AL,3,3,2,2,0,0,0,0,0,43,41,0,19,6,15,41,600944,17418,1,2,RP
Brooks Pounders,Angels,ANA,AL,13,0,0,0,0,0,0,0,0,10,9,0,4,1,4,10,572044,10387,0,13,RP
Chris Capuano,,,,16,0,1,1,0,0,0,0,0,20,19,0,9,2,7,18,425626,1701,0,16,RP|SP
Jake McGee,Rockies,COL,NL,57,0,3,3,0,0,0,0,0,55,54,0,25,7,19,54,459429,7550,0,57,RP
Buddy Carlyle,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,234194,2010,0,0,RP|SP
Michael Brady,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa502167,0,0,
Mike Hauschild,Rangers,TEX,AL,35,0,2,2,0,0,0,0,0,35,35,0,16,5,10,31,,sa621613,0,0,
Julio Teheran,Braves,ATL,NL,31,29,10,11,0,0,0,0,0,183,181,0,84,25,52,167,527054,6797,30,0,SP
Dylan Floro,Rays,TBD,AL,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,571670,13394,0,12,RP
Adam Miller,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa243995,0,0,
Mike Adams,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,430606,1937,0,0,RP
Conor Mullee,,,,3,0,0,0,0,0,0,0,0,10,9,0,4,1,4,10,571969,11580,0,3,RP
Sean Manaea,Athletics,OAK,AL,25,28,9,10,0,0,0,0,0,162,162,0,74,19,55,144,640455,15873,24,1,SP
Donnie Veal,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,453264,4741,0,0,RP
Jharel Cotton,Athletics,OAK,AL,5,26,9,9,0,0,0,0,0,148,144,0,69,19,52,139,605194,13654,5,0,RP
Alex Claudio,Rangers,TEX,AL,39,0,2,2,0,0,0,0,0,40,42,0,17,4,12,29,592222,12890,0,39,RP
Tommy Milone,Brewers,MIL,NL,19,6,4,4,0,0,0,0,0,71,73,0,32,10,18,63,543548,7608,12,7,SP
Rubby de la Rosa,Diamondbacks,ARI,NL,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,523989,3862,10,3,SP
